name,k,q,k-plexes,time,size
ca-GrQc,3,30,42,17.34179663658142,5241
ca-GrQc,3,50,0,10.669919967651367,5241
ca-GrQc,3,100,0,5.051094055175781,5241
ca-GrQc,4,10,811162,1482.5342597961426,5241
ca-GrQc,4,20,92185,1304.7648363113403,5241
ca-GrQc,4,30,6751,1100.8192269802094,5241
ca-GrQc,4,50,0,617.5111041069031,5241
ca-GrQc,4,100,0,253.76120162010193,5241
ca-GrQc,5,10,inf,-1.0,5241
ca-GrQc,5,20,284985,106947.47,5241
ca-GrQc,5,30,44257,99493.876,5241
ca-GrQc,5,50,0,48420.865,5241
ca-GrQc,5,100,0,18614.534,5241
wiki-Vote,2,10,16839679,6960.151,7115
wiki-Vote,2,20,56,971.620377779007,7115
wiki-Vote,2,30,0,568.2270107269287,7115
wiki-Vote,2,50,0,389.15706038475037,7115
wiki-Vote,2,100,0,265.6432785987854,7115
wiki-Vote,3,10,inf,-1.0,7115
wiki-Vote,3,20,inf,-1.0,7115
wiki-Vote,3,30,inf,-1.0,7115
wiki-Vote,3,50,inf,-1.0,7115
wiki-Vote,3,100,inf,-1.0,7115
wiki-Vote,4,10,inf,-1.0,7115
wiki-Vote,4,20,inf,-1.0,7115
wiki-Vote,4,30,inf,-1.0,7115
wiki-Vote,4,50,inf,-1.0,7115
wiki-Vote,4,100,inf,-1.0,7115
wiki-Vote,5,10,inf,-1.0,7115
wiki-Vote,5,20,inf,-1.0,7115
wiki-Vote,5,30,inf,-1.0,7115
wiki-Vote,5,50,inf,-1.0,7115
wiki-Vote,5,100,inf,-1.0,7115
lastfm_asia_edges,2,10,inf,-1.0,7624
lastfm_asia_edges,2,20,0,5.1894707679748535,7624
lastfm_asia_edges,2,30,inf,-1.0,7624
lastfm_asia_edges,2,50,0,3.753629446029663,7624
lastfm_asia_edges,2,100,inf,-1.0,7624
lastfm_asia_edges,3,10,458606,461.1249027252197,7624
lastfm_asia_edges,3,20,0,358.76065468788147,7624
lastfm_asia_edges,3,30,0,305.6364691257477,7624
lastfm_asia_edges,3,50,0,239.16864323616028,7624
lastfm_asia_edges,3,100,0,142.00491070747375,7624
lastfm_asia_edges,4,10,9997057,102159.318,7624
lastfm_asia_edges,4,20,75,76092.611,7624
lastfm_asia_edges,4,30,0,64748.969,7624
lastfm_asia_edges,4,50,0,52065.964,7624
lastfm_asia_edges,4,100,0,33778.637,7624
lastfm_asia_edges,5,10,inf,-1.0,7624
lastfm_asia_edges,5,20,inf,-1.0,7624
lastfm_asia_edges,5,30,inf,-1.0,7624
lastfm_asia_edges,5,50,inf,-1.0,7624
lastfm_asia_edges,5,100,inf,-1.0,7624
as-caida20071105,2,10,32275,350.9923276901245,26475
as-caida20071105,2,20,0,297.5758378505707,26475
as-caida20071105,2,30,0,268.9261281490326,26475
as-caida20071105,2,50,0,249.59852385520935,26475
as-caida20071105,2,100,0,194.23694920539856,26475
as-caida20071105,3,10,inf,-1.0,26475
as-caida20071105,3,20,inf,-1.0,26475
as-caida20071105,3,30,inf,-1.0,26475
as-caida20071105,3,50,inf,-1.0,26475
as-caida20071105,3,100,inf,-1.0,26475
as-caida20071105,4,10,inf,-1.0,26475
as-caida20071105,4,20,inf,-1.0,26475
as-caida20071105,4,30,inf,-1.0,26475
as-caida20071105,4,50,inf,-1.0,26475
as-caida20071105,4,100,inf,-1.0,26475
as-caida20071105,5,10,inf,-1.0,26475
as-caida20071105,5,20,inf,-1.0,26475
as-caida20071105,5,30,inf,-1.0,26475
as-caida20071105,5,50,inf,-1.0,26475
as-caida20071105,5,100,inf,-1.0,26475
hollywood-2009,2,10,inf,-1.0,51140
hollywood-2009,2,20,inf,-1.0,51140
hollywood-2009,2,30,inf,-1.0,51140
hollywood-2009,2,50,inf,-1.0,51140
hollywood-2009,2,100,85457,61664.704,51140
hollywood-2009,3,10,inf,-1.0,51140
hollywood-2009,3,20,inf,-1.0,51140
hollywood-2009,3,30,inf,-1.0,51140
hollywood-2009,3,50,inf,-1.0,51140
hollywood-2009,3,100,inf,1380.2360634803772,51140
hollywood-2009,4,10,inf,-1.0,51140
hollywood-2009,4,20,inf,-1.0,51140
hollywood-2009,4,30,inf,-1.0,51140
hollywood-2009,4,50,inf,-1.0,51140
hollywood-2009,4,100,inf,-1.0,51140
hollywood-2009,5,10,inf,-1.0,51140
hollywood-2009,5,20,inf,-1.0,51140
hollywood-2009,5,30,inf,-1.0,51140
hollywood-2009,5,50,inf,-1.0,51140
hollywood-2009,5,100,inf,-1.0,51140
p2p-Gnutella31,2,10,inf,-1.0,62586
p2p-Gnutella31,2,20,0,15.322262525558472,62586
p2p-Gnutella31,2,30,inf,-1.0,62586
p2p-Gnutella31,2,50,0,10.580276489257812,62586
p2p-Gnutella31,2,100,0,11.358967304229736,62586
p2p-Gnutella31,3,10,inf,-1.0,62586
p2p-Gnutella31,3,20,inf,-1.0,62586
p2p-Gnutella31,3,30,0,473.2315242290497,62586
p2p-Gnutella31,3,50,inf,-1.0,62586
p2p-Gnutella31,3,100,0,204.0339069366455,62586
p2p-Gnutella31,4,10,0,70106.159,62586
p2p-Gnutella31,4,20,0,57573.726,62586
p2p-Gnutella31,4,30,0,48159.522,62586
p2p-Gnutella31,4,50,0,39203.064,62586
p2p-Gnutella31,4,100,0,18060.782,62586
p2p-Gnutella31,5,10,inf,-1.0,62586
p2p-Gnutella31,5,20,inf,-1.0,62586
p2p-Gnutella31,5,30,inf,-1.0,62586
p2p-Gnutella31,5,50,inf,-1.0,62586
p2p-Gnutella31,5,100,inf,-1.0,62586
soc-Epinions1,2,10,inf,-1.0,75879
soc-Epinions1,2,20,4493695,22491.771,75879
soc-Epinions1,2,30,0,9645.133,75879
soc-Epinions1,2,50,0,6833.297,75879
soc-Epinions1,2,100,0,4861.316,75879
soc-Epinions1,3,10,inf,188.55562591552734,75879
soc-Epinions1,3,20,inf,213.6754674911499,75879
soc-Epinions1,3,30,inf,299.3288631439209,75879
soc-Epinions1,3,50,inf,233.3634946346283,75879
soc-Epinions1,3,100,inf,164.37282705307007,75879
soc-Epinions1,4,10,inf,334.26589131355286,75879
soc-Epinions1,4,20,inf,192.670423746109,75879
soc-Epinions1,4,30,inf,133.8830964565277,75879
soc-Epinions1,4,50,inf,182.07650780677795,75879
soc-Epinions1,4,100,inf,181.54861903190613,75879
soc-Epinions1,5,10,inf,158.54953265190125,75879
soc-Epinions1,5,20,inf,176.2864580154419,75879
soc-Epinions1,5,30,inf,264.41611099243164,75879
soc-Epinions1,5,50,inf,316.5731129646301,75879
soc-Epinions1,5,100,inf,98.69076657295227,75879
twitter_combined,2,10,inf,-1.0,81306
twitter_combined,2,20,inf,-1.0,81306
twitter_combined,2,30,inf,-1.0,81306
twitter_combined,2,50,inf,-1.0,81306
twitter_combined,2,100,0,16580.252,81306
twitter_combined,3,10,inf,84.72330927848816,81306
twitter_combined,3,20,inf,-1.0,81306
twitter_combined,3,30,inf,73.18429231643677,81306
twitter_combined,3,50,inf,-1.0,81306
twitter_combined,3,100,inf,97.62876605987549,81306
twitter_combined,4,10,inf,-1.0,81306
twitter_combined,4,20,inf,295.3894898891449,81306
twitter_combined,4,30,inf,-1.0,81306
twitter_combined,4,50,inf,223.73057675361633,81306
twitter_combined,4,100,inf,-1.0,81306
twitter_combined,5,10,inf,-1.0,81306
twitter_combined,5,20,inf,-1.0,81306
twitter_combined,5,30,inf,-1.0,81306
twitter_combined,5,50,inf,-1.0,81306
twitter_combined,5,100,inf,-1.0,81306
email-EuAll,2,10,1107038,11596.983,265214
email-EuAll,2,20,7,9482.49,265214
email-EuAll,2,30,inf,-1.0,265214
email-EuAll,2,50,0,7137.286,265214
email-EuAll,2,100,inf,-1.0,265214
email-EuAll,3,10,inf,208.86744737625122,265214
email-EuAll,3,20,inf,-1.0,265214
email-EuAll,3,30,inf,274.74810123443604,265214
email-EuAll,3,50,inf,-1.0,265214
email-EuAll,3,100,inf,374.3095314502716,265214
email-EuAll,4,10,inf,-1.0,265214
email-EuAll,4,20,inf,-1.0,265214
email-EuAll,4,30,inf,-1.0,265214
email-EuAll,4,50,inf,-1.0,265214
email-EuAll,4,100,inf,-1.0,265214
email-EuAll,5,10,inf,-1.0,265214
email-EuAll,5,20,inf,-1.0,265214
email-EuAll,5,30,inf,-1.0,265214
email-EuAll,5,50,inf,-1.0,265214
email-EuAll,5,100,inf,-1.0,265214
com-dblp.ungraph,2,10,128125,491.1212909221649,317080
com-dblp.ungraph,2,20,35182,337.29303908348083,317080
com-dblp.ungraph,2,30,4603,390.92032384872437,317080
com-dblp.ungraph,2,50,985,272.0560142993927,317080
com-dblp.ungraph,2,100,18,267.75951862335205,317080
com-dblp.ungraph,3,10,38806521,99567.877,317080
com-dblp.ungraph,3,20,14687159,94275.392,317080
com-dblp.ungraph,3,30,238767,90275.515,317080
com-dblp.ungraph,3,50,22185,73595.93,317080
com-dblp.ungraph,3,100,18,64373.773,317080
com-dblp.ungraph,4,10,inf,-1.0,317080
com-dblp.ungraph,4,20,inf,-1.0,317080
com-dblp.ungraph,4,30,inf,-1.0,317080
com-dblp.ungraph,4,50,inf,-1.0,317080
com-dblp.ungraph,4,100,inf,-1.0,317080
com-dblp.ungraph,5,10,inf,-1.0,317080
com-dblp.ungraph,5,20,inf,-1.0,317080
com-dblp.ungraph,5,30,inf,-1.0,317080
com-dblp.ungraph,5,50,inf,-1.0,317080
com-dblp.ungraph,5,100,inf,-1.0,317080
amazon0505,2,10,26985,1435.3047306537628,410236
amazon0505,2,20,inf,608.1182918548584,410236
amazon0505,2,30,inf,240.2783350944519,410236
amazon0505,2,50,inf,1084.909747838974,410236
amazon0505,2,100,0,945.9501142501831,410236
amazon0505,3,10,inf,409.67896270751953,410236
amazon0505,3,20,inf,-1.0,410236
amazon0505,3,30,inf,134.88185334205627,410236
amazon0505,3,50,inf,973.1875870227814,410236
amazon0505,3,100,inf,411.97423481941223,410236
amazon0505,4,10,inf,-1.0,410236
amazon0505,4,20,inf,-1.0,410236
amazon0505,4,30,inf,-1.0,410236
amazon0505,4,50,inf,-1.0,410236
amazon0505,4,100,inf,-1.0,410236
amazon0505,5,10,inf,-1.0,410236
amazon0505,5,20,inf,-1.0,410236
amazon0505,5,30,inf,-1.0,410236
amazon0505,5,50,inf,-1.0,410236
amazon0505,5,100,inf,-1.0,410236
web-Google,2,10,inf,859.757162809372,875713
web-Google,2,20,inf,704.5922927856445,875713
web-Google,2,30,inf,649.0266149044037,875713
web-Google,2,50,inf,243.3381564617157,875713
web-Google,2,100,inf,326.17370986938477,875713
web-Google,3,10,inf,112.50388073921204,875713
web-Google,3,20,inf,103.00007629394531,875713
web-Google,3,30,inf,88.24219918251038,875713
web-Google,3,50,inf,128.61681985855103,875713
web-Google,3,100,inf,111.82325458526611,875713
web-Google,4,10,inf,765.1015245914459,875713
web-Google,4,20,inf,-1.0,875713
web-Google,4,30,inf,-1.0,875713
web-Google,4,50,inf,-1.0,875713
web-Google,4,100,inf,1351.5231664180756,875713
web-Google,5,10,inf,-1.0,875713
web-Google,5,20,inf,165.11874747276306,875713
web-Google,5,30,inf,-1.0,875713
web-Google,5,50,inf,-1.0,875713
web-Google,5,100,inf,-1.0,875713
com-youtube.ungraph,2,10,inf,-1.0,1134890
com-youtube.ungraph,2,20,inf,312.2590870857239,1134890
com-youtube.ungraph,2,30,inf,-1.0,1134890
com-youtube.ungraph,2,50,inf,-1.0,1134890
com-youtube.ungraph,2,100,inf,-1.0,1134890
com-youtube.ungraph,3,10,inf,280.04693269729614,1134890
com-youtube.ungraph,3,20,inf,-1.0,1134890
com-youtube.ungraph,3,30,inf,284.3106153011322,1134890
com-youtube.ungraph,3,50,inf,-1.0,1134890
com-youtube.ungraph,3,100,inf,270.0732796192169,1134890
com-youtube.ungraph,4,10,inf,-1.0,1134890
com-youtube.ungraph,4,20,inf,243.04114866256714,1134890
com-youtube.ungraph,4,30,inf,-1.0,1134890
com-youtube.ungraph,4,50,inf,276.1643908023834,1134890
com-youtube.ungraph,4,100,inf,-1.0,1134890
com-youtube.ungraph,5,10,inf,243.0981945991516,1134890
com-youtube.ungraph,5,20,inf,-1.0,1134890
com-youtube.ungraph,5,30,inf,350.71153259277344,1134890
com-youtube.ungraph,5,50,inf,-1.0,1134890
com-youtube.ungraph,5,100,inf,1066.5809643268585,1134890
road-belgium-osm,2,10,0,10.898935794830322,1441295
road-belgium-osm,2,20,0,11.030283212661743,1441295
road-belgium-osm,2,30,0,10.373061656951904,1441295
road-belgium-osm,2,50,0,9.641592264175415,1441295
road-belgium-osm,2,100,0,9.594166040420532,1441295
road-belgium-osm,3,10,0,10.082180976867676,1441295
road-belgium-osm,3,20,0,9.953739166259766,1441295
road-belgium-osm,3,30,0,8.874225616455078,1441295
road-belgium-osm,3,50,0,9.687676906585693,1441295
road-belgium-osm,3,100,0,9.550130844116211,1441295
road-belgium-osm,4,10,0,12.18335247039795,1441295
road-belgium-osm,4,20,0,9.302849531173706,1441295
road-belgium-osm,4,30,0,9.554927825927734,1441295
road-belgium-osm,4,50,0,9.762112140655518,1441295
road-belgium-osm,4,100,0,8.922155618667603,1441295
road-belgium-osm,5,10,0,12.270383358001709,1441295
road-belgium-osm,5,20,0,9.679729461669922,1441295
road-belgium-osm,5,30,0,9.524837255477905,1441295
road-belgium-osm,5,50,0,10.331244707107544,1441295
road-belgium-osm,5,100,0,10.105474710464478,1441295
soc-orkut,2,10,inf,246.11300039291382,2997166
soc-orkut,2,20,inf,247.16872644424438,2997166
soc-orkut,2,30,inf,218.82117557525635,2997166
soc-orkut,2,50,inf,225.9353415966034,2997166
soc-orkut,2,100,inf,199.75196599960327,2997166
soc-orkut,3,10,inf,225.12246012687683,2997166
soc-orkut,3,20,inf,161.1146755218506,2997166
soc-orkut,3,30,inf,187.47750329971313,2997166
soc-orkut,3,50,inf,221.94089770317078,2997166
soc-orkut,3,100,inf,226.76653027534485,2997166
soc-orkut,4,10,inf,268.8998644351959,2997166
soc-orkut,4,20,inf,325.60680079460144,2997166
soc-orkut,4,30,inf,295.05579566955566,2997166
soc-orkut,4,50,inf,225.83840084075928,2997166
soc-orkut,4,100,inf,308.11381483078003,2997166
soc-orkut,5,10,inf,859.8898253440857,2997166
soc-orkut,5,20,inf,241.00899171829224,2997166
soc-orkut,5,30,inf,346.46047019958496,2997166
soc-orkut,5,50,inf,314.81313014030457,2997166
soc-orkut,5,100,inf,-1.0,2997166
road_usa,2,10,0,43.090662240982056,4682832
road_usa,2,20,0,40.637993574142456,4682832
road_usa,2,30,0,56.981080532073975,4682832
road_usa,2,50,0,52.703484296798706,4682832
road_usa,2,100,0,48.155595541000366,4682832
road_usa,3,10,0,56.52904224395752,4682832
road_usa,3,20,0,32.02709674835205,4682832
road_usa,3,30,0,47.175973415374756,4682832
road_usa,3,50,0,38.20137166976929,4682832
road_usa,3,100,0,62.949848651885986,4682832
road_usa,4,10,0,83.17635989189148,4682832
road_usa,4,20,0,27.737563610076904,4682832
road_usa,4,30,0,56.34058928489685,4682832
road_usa,4,50,0,38.17050766944885,4682832
road_usa,4,100,0,49.43896269798279,4682832
road_usa,5,10,0,70.73393893241882,4682832
road_usa,5,20,0,32.3988983631134,4682832
road_usa,5,30,0,28.362720489501953,4682832
road_usa,5,50,0,28.501371383666992,4682832
road_usa,5,100,0,36.99647068977356,4682832
soc-LiveJournal1,2,10,inf,152.95094275474548,4847571
soc-LiveJournal1,2,20,inf,208.02680826187134,4847571
soc-LiveJournal1,2,30,inf,179.77819728851318,4847571
soc-LiveJournal1,2,50,inf,256.2163064479828,4847571
soc-LiveJournal1,2,100,inf,251.581139087677,4847571
soc-LiveJournal1,3,10,inf,235.42542600631714,4847571
soc-LiveJournal1,3,20,inf,215.48874068260193,4847571
soc-LiveJournal1,3,30,inf,226.32618236541748,4847571
soc-LiveJournal1,3,50,inf,288.77067852020264,4847571
soc-LiveJournal1,3,100,inf,226.70661163330078,4847571
soc-LiveJournal1,4,10,inf,187.60940027236938,4847571
soc-LiveJournal1,4,20,inf,177.27662658691406,4847571
soc-LiveJournal1,4,30,inf,219.49073672294617,4847571
soc-LiveJournal1,4,50,inf,246.84227919578552,4847571
soc-LiveJournal1,4,100,inf,208.45997953414917,4847571
soc-LiveJournal1,5,10,inf,286.24837470054626,4847571
soc-LiveJournal1,5,20,inf,189.26782488822937,4847571
soc-LiveJournal1,5,30,inf,303.3413496017456,4847571
soc-LiveJournal1,5,50,inf,189.17114424705505,4847571
soc-LiveJournal1,5,100,inf,198.91425323486328,4847571
